Código producto	Descripción del producto	Descripción completa del producto	Tipo de producto	Tipo de canasta	Fecha inicio abastecimiento	Tipo de Bases
100004230	DABIGATRAN 110 MG CP	DABIGATRAN 110 MG CAPSULA O CAPSULA CON MICROGRANULOS. ENVASADO EN BLISTER. ENVASE RESISTENTE CON SELLO QUE ASEGURE INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR CAPSULA.	Fármacos	Canasta Esencial de Medicamentos	2020-01-01	341-2.1
100004231	DABIGATRAN 150 MG CP	DABIGATRAN 150 MG CAPSULA O CAPSULA CON MICROGRNULOS. ENVASADO EN BLISTER. ENVASE RESISTENTE CON SELLO QUE ASEGURE INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR CAPSULA.	Fármacos	Canasta Esencial de Medicamentos	2020-01-01	341-2.1
100004250	TOCILIZUMAB 200 MG/10 ML SOL. P/INF. FAM	TOCILIZUMAB 200 MG/10 ML SOLUCION PARA INFUSION INTRAVENOSA FRASCO AMPOLLA. ENVASE RESISTENTE CON SELLO QUE ASEGURE INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR FRASCO AMPOLLA.	Refrigerados	Canasta Esencial de Medicamentos	2020-01-01	341-2.3
100004321	AEROCAMARA ADULTO BIVAL P/INHALAD AEROSO	AEROCAMARA ADULTO BIVALVULADA (VALVULA EXHALATORIA UBICADA EN LA MASCARAE INHALATORIA EN AEROCAMARA EN LA PARTE PROXIMAL A LA MASCARILLA) PARAUSO INHALACION AEROSOLES QUE CONTENGA MASCARILLA DE SILICONA LIBRE DELATEX, FLEXIBLE, ADAPTABLE Y TRANSPARENTE UNIDIRECCIONAL MAS UNA CAMARACONICA O CILINDRICA DE MATERIAL SEMIRIGIDO ANTIESTATICO Y LAVABLE DEVOLUMEN ENTRE 350 A 500 ML. EXTREMO DE ADAPTACION UNIVERSAL AL INHALADORY EL OTROEXTREMO QUE INCLUYA PIEZA BUCAL. ENVASE INDIVIDUALRESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO.COTIZAR POR UNIDAD.	Insumos	Canasta general	2020-01-01	272
100004323	AEROCAMARA PED. 1 MES A 5 AÑOS P/INHALAD	AEROCAMARA PEDIATRICA (1MES A 5 AÑOS) BIVALVULADA (VALVULA EXHALATORIAUBICADA EN LA MASCARA O PARTE PROXIMAL A LA MASCARILLA E INHALATORIA ENAEROCAMARA EN LA PARTE PROXIMAL A LA MASCARILLA) PARA USO INHALACIONAEROSOLES: QUE CONTENGA:  MASCARILLA DE SILICONA LIBRE DE LATEX,FLEXIBLE, ADAPTABLE Y TRANSPARENTE UNIDIRECCIONAL MAS UNA CAMARA CONICAO CILINDRICA DEMATERIAL SEMIRIGIDO ANTIESTATICO Y LAVABLE DE VOLUMENENTRE 140 A 350 ML.EXTREMO DE ADAPTACION UNIVERSAL AL INHALADOR Y ELOTRO EXTREMO QUE INCLUYA PIEZA BUCAL. ENVASE INDIVIDUAL RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR UNIDAD.	Insumos	Canasta general	2020-01-01	272
100004324	AEROCAMARA PEDIAT 6 A 9 AÑOS P/INH AER	AEROCAMARA PEDIATRICA (6 A 9 AÑOS) BIVALVULADA (VALVULA EXHALATORIA UBICADA EN LA MASCARA O PARTE PROXIMAL A LA MASCARILLA E INHALATORIA EN AEROCAMARA EN LA PARTE PROXIMAL A LA MASCARILLA) PARA USO INHALACION AEROSOLES: QUE CONTENGA:  MASCARILLA DE SILICONA LIBRE DE LATEX, FLEXIBLE, ADAPTABLE Y TRANSPARENTE UNIDIRECCIONAL MAS UNA CAMARA CONICA O CILINDRICA DE MATERIAL SEMIRIGIDO ANTIESTATICO Y LAVABLE DE VOLUMEN ENTRE 350 A 500ML. EXTREMO DE ADAPTACION UNIVERSAL AL INHALADOR Y EL OTRO EXTREMO QUE INCLUYA PIEZA BUCAL. ENVASE INDIVIDUAL RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR UNIDAD.	Insumos	Canasta general	2020-01-01	272
100004338	RANITIDINA 50MG/2ML SOL INY IV-IM AM/FAM	RANITIDINA 50 MG/2 ML SOLUCION INYECTABLE PARA ADMINISTRACION INTRAVENOSA E INTRAMUSCULAR AMPOLLA O FRASCO AMPOLLA. ENVASE RESISTENTE CON SELLOQUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR AMPOLLA O FRASCO AMPOLLA.	Fármacos	Canasta Esencial de Medicamentos	2020-01-01	341-2.1
100004343	VILDAGLIPTIN/METFORMIN 50/500MG CM REC	VILDAGLIPTINA/METFORMINA 50/500MG COMPRIMIDO RECUBIERTO ENVASADO EN BLISTER. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR COMPRIMIDO.	Fármacos	Canasta general	2020-01-01	341-2.2
100004344	LEVOSULPIRIDA 25MG CM	LEVOSULPIRIDA 25 MG COMPRIMIDO ENVASADO EN BLISTER. ENVASE RESISTENTECON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR COMPRIMIDO.	Fármacos	Canasta Esencial de Medicamentos	2020-07-01	341-2.2
100004348	INSULINA DEGLUDEC 100 UI/ML DISP INY 3ML	INSULINA DEGLUDEC 100 U.I./ML SOLUCION INYECTABLE CARTUCHO 3ML DISPOSITIVO INYECTOR 3 ML. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR DISPOSITIVO.	Refrigerados	Canasta Esencial de Medicamentos	2020-01-01	341-2.3
100004349	TERBINAFINA 1% CREMA TOPIC POMO/TUBO	TERBINAFINA 1% CREMA TOPICA ENVASE TUBO O POMO DE 15 A 20 GRAMOS. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR TUBO.	Fármacos	Canasta general	2021-01-01	341-2.1
100004350	MIFEPRISTONA 200 MG CM LEY 21030	MIFEPRISTONA 200 MG COMPRIMIDOS ENVASADO EN BLISTER. INDICACIÓN PARA LEY21030. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DELCONTENIDO. COTIZAR POR COMPRIMIDO.	Fármacos	Canasta general	2021-02-01	341-2.2
100004352	DEXMEDETOMIDINA 4 MCG/ML SOL.INY 50 ML	DEXMEDETOMIDINA 4 MCG/ML SOLUCIÓN INYECTABLE PARA ADMINISTRACIÓN INTRAVENOSA FRASCO AMPOLLA 50 ML. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR FRASCO AMPOLLA.	Fármacos	Canasta Esencial de Medicamentos	2021-01-01	341-2.1
100004353	FLUTICASONA 27,5 MCG/DO SUSP NASAL FRA	FLUTICASONA 27,5 MCG/DOSIS SUSPENSIÓN PARA NEBULIZACIÓN NASAL, FRASCO  60-150 DOSIS. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR FRASCO.	Fármacos	Canasta Esencial de Medicamentos	2020-01-01	341-2.1
100004354	RIVAROXABAN 15 MG CM REC MICRONIZADO	RIVAROXABAN 15 MG COMPRIMIDO RECUBIERTO ENVASADO EN BLISTER. ENVASERESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO.COTIZAR PORCOMPRIMIDO.	Fármacos	Canasta Esencial de Medicamentos	2020-01-01	341-2.2
100004355	DOXORUBICINA 2MG/ML SOL INY FAM 10ML	DOXORUBICINA LIPOSOMAL PEGILADA 2MG/ML SOLUCION INYECTABLE O DISPERSIÓNCOLOIDAL, INTRAVENOSA ENVASADO EN FRASCO AMPOLLA 10 ML. ENVASERESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO.COTIZAR POR FRASCO AMPOLLA.	Fármacos	Canasta Esencial de Medicamentos	2020-01-01	341-2.1
100004356	COMPLEJO PROTROMBINA 500 UI FAM	COMPLEJO DE PROTROMBINA 500 UI LIOFILIZADO PARA SOLUCIÓN INYECTABLE INTRAVENOSA FRASCO AMPOLLA FACTORES DE COAGULACIÓN HUMANO II - VII - IX - X, PROTEINA C, PROTEINA S. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR FRASCO AMPOLLA.	Fármacos	Canasta Esencial de Medicamentos	2020-01-01	341-2.3
100004357	DEXMEDETOMIDINA 4 MCG/ML SOL.INY 100 ML	DEXMEDETOMIDINA 4MCG/ML SOLUCIÓN INYECTABLE PARA ADMINISTRACION INTRAVENOSA FRASCO AMPOLLA 100 ML. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR FRASCO AMPOLLA.	Fármacos	Canasta Esencial de Medicamentos	2021-01-01	341-2.1
100004358	BISOPROLOL 5 MG COM REC	BISOPROLOL 5 MG COMPRIMIDO RECUBIERTO ENVASADO EN BLISTER. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR PORCOMPRIMIDO.	Fármacos	Canasta Esencial de Medicamentos	2020-01-01	341-2.1
100004359	DICLOFENACO 1% GEL TU 30 A 60 G X GRAMO	DICLOFENACO  1 A 1,29 % GEL, TUBO O POMO  30 A 60 GR. ENVASE RESISTENTECON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR GRAMO.	Fármacos	Canasta general	2020-01-01	341-2.1
100004360	UMECLIDINIO/VILANTER 55/22 MCG INH FRA	UMECLIDINIO/VILANTEROL 55/22 MCG POLVO PARA INHALACION PREDISPENSADO 30DOSIS. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR INHALADOR.	Fármacos	Canasta Esencial de Medicamentos	2020-01-01	341-2.1
100004361	BRINZOLAM/TIMOLOL 10/5 MG/ML OFT 5ML FRA	BRINZOLAMIDA/ TIMOLOL 10/5 MG/ML SUSPENSION OFTALMICA, FRASCO 5 ML. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR FRASCO.	Fármacos	Canasta Esencial de Medicamentos	2020-01-01	341-2.1
100004362	VILDAGLIPTINA 50 MG CM	VILDAGLIPTINA 50 MG COMPRIMIDOS ENVASADO EN BLISTER. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR COMPRIMIDO.	Fármacos	Canasta Esencial de Medicamentos	2020-01-01	341-2.2
100004363	INDACAT/GLICOP 110/50 MCG POLVO P/INH CP	INDACATEROL/GLICOPIRRONIO 110/50 MCG POLVO PARA INHALACION CAPSULAS ENVASADO EN BLISTER. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR CAPSULA.	Fármacos	Canasta Esencial de Medicamentos	2020-01-01	341-2.1
100004364	BIMATOPR/TIMOLOL 0,03/0,5%  SOL OFT FRA	BIMATOPROST/TIMOLOL 0,03/0,5% SOLUCION OFTALMICA, FRASCO 3 A 5 ML. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR FRASCO.	Fármacos	Canasta general	2020-01-01	341-2.1
100004365	LEVOMEPROMAZINA 25 MG CM REC	LEVOMEPROMAZINA 25 MG COMPRIMIDOS RECUBIERTOS ENVASADO EN BLISTER. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR COMPRIMIDO.	Fármacos	Canasta Esencial de Medicamentos	2020-01-01	341-2.2
100004367	TRAVOPR/TIMOL  0,04 MG/5MG/ML FRA 2A3 ML	TRAVOPROST/TIMOLOL 0,04 MG/5MG/ML SOLUCION OFTALMICA FRA 2 A 3 ML. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR FRASCO	Fármacos	Canasta Esencial de Medicamentos	2020-01-01	341-2.1
100004369	RISPERIDONA 37,5MG POLV/LIOF SUS INY FAM	RISPERIDONA 37,5 MG POLVO O POLVO LIOFILIZADO PARA SUSPENSION INYECTABLE DE LIBERACION PROLONGADA PARA ADMINISTRACION INTRAMUSCULAR EN FRASCO AMPOLLA. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR FRASCO AMPOLLA.	Fármacos	Canasta Esencial de Medicamentos	2020-01-01	341-2.1
100004371	RIFAXIMINA 200 MG CM REC	RIFAXIMINA 200 MG COMPRIMIDO RECUBIERTO VÍA ORAL ENVASADO EN BLISTER.  ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO.COTIZAR POR COMPRIMIDO.	Fármacos	Canasta Esencial de Medicamentos	2020-01-01	341-2.2
100004372	LEVETIRACETAM 100 MG/ML SOL INY AM	LEVETIRACETAM 100 MG/ML SOLUCION CONCENTRADA PARA INFUSION INTRAVENOSA EN FRASCO AMPOLLA. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR FRASCO AMPOLLA.	Fármacos	Canasta Esencial de Medicamentos	2020-01-01	341-2.1
100004373	ROSUVASTATINA 20 MG CM REC	ROSUVASTATINA 20 MG COMPRIMIDO RECUBIERTO VÍA ORAL ENVASADO EN BLISTER.ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO.COTIZARPOR COMPRIMIDO.	Fármacos	Canasta Esencial de Medicamentos	2020-01-01	341-2.1
100004464	LEVONORGESTREL SIST INTRAUTER20MCG/24HRS	LEVONORGESTREL SISTEMA INTRAUTERINO CON TUBO DE INSERCIÓN 20 MCG/24HORAS. CONTENIDO TOTAL DE 52 MG DE LEVONORGESTREL Y EFECTIVIDAD DE ALMENOS 5AÑOS. ENVASE ESTERIL Y RESISTENTE CON SELLO QUE ASEGURE INVIOLABILIDADDEL CONTENIDO. COTIZAR POR DISPOSITIVO.	Fármacos	Canasta Esencial de Medicamentos	2020-01-01	341-2.1
100004490	TIOTROPIO/OLODATEROL 2,5/2,5MCG/PUFF SOL	TIOTROPIO/OLODATEROL 2,5/2,5 MCG/PUFF SOLUCION INHALADOR 60 PUFF ENVASERESISTENTE CON SELLO QUE ASEGURE LA INVIOLAVILIDAD DEL CONTENIDO. COTIZAR POR INHALADOR.	Fármacos	Canasta Esencial de Medicamentos	2020-01-01	341-2.1
100004493	SUNITINIB 25 MG CP	"SUNITINIB 25 MG CAPSULA ENVASADO EN BLISTER O FRASCO. ENVASE HASTA 30 CAPSULAS. ENVASE RESISTENTE  CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR CAPSULA."	Fármacos	Canasta Esencial de Medicamentos	2020-07-01	341-2.2
100004526	SECUKINUMAB 150MG/ML SOL INY SC PEN O JP	SECUKINUMAB 150 MG/ML SOLUCION INYECTABLE PARA ADMINISTRACIONSUBCUTANEA, JERINGA PRELLENADA O AUTOINYECTOR. ENVASE INDIVIDUALRESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO..COTIZAR POR JERINGA	Refrigerados	Canasta Esencial de Medicamentos	2020-07-01	341-2.3
100004610	FLUTICAS/SALMET 125/25 UG/DO X 120DO FRA	FLUTICASONA/SALMETEROL 125 MCG/25 UG POR DOSIS INHALADOR PRESURIZADOLIBRE CFC FRASCO 120 DOSIS ESTUCHE INDIVIDUAL CON SELLO QUE ASEGUREINVIOLABILIDAD DEL CONTENIDO. COTIZAR POR FRASCO.	Fármacos	Canasta Esencial de Medicamentos	2020-01-01	341-2.1
100004611	FLUTICAS/SALMET 250/25 UG/DO X 120DO FRA	FLUTICASONA/SALMETEROL 250 MCG/25 UG POR DOSIS INHALADOR PRESURIZADOLIBRE CFC FRASCO 120 DOSIS ESTUCHE INDIVIDUAL CON SELLO QUE ASEGUREINVIOLABILIDAD DEL CONTENIDO. COTIZAR POR FRASCO.	Fármacos	Canasta Esencial de Medicamentos	2020-01-01	341-2.1
100004612	BUDES/FORMOT 80MCG/4,5MCG /DO X120DO FRA	BUDESONIDA/FORMOTEROL 80MCG /4.5MCG X DOSIS, INHALADOR PRESURIZADO LIBRECFC FRASCO 120 DOSIS ESTUCHE INDIVIDUAL CON SELLO QUE ASEGUREINVIOLABILIDAD DEL CONTENIDO. COTIZAR POR FRASCO.	Fármacos	Canasta Esencial de Medicamentos	2020-01-01	341-2.1
100004613	BUDES/FORMOT 160MCG/4,5MCG/DO X120DO FRA	BUDESONIDA/FORMOTEROL 160MCG /4.5MCG X DOSIS, INHALADOR PRESURIZADOLIBRE CFC FRASCO 120 DOSIS ESTUCHE INDIVIDUAL CON SELLO QUE ASEGUREINVIOLABILIDAD DEL CONTENIDO. COTIZAR POR FRASCO.	Fármacos	Canasta Esencial de Medicamentos	2020-01-01	341-2.1
100004620	ACETILCISTEINA-N 100MG/ML NEB FRA 60 ML	ACETILCISTEINA-N 100 MG/ML SOLUCION PARA NEBULIZAR FRASCO 60 ML. ENVASERESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR FRASCO.	Fármacos	Canasta Esencial de Medicamentos	2020-01-01	341-2.1
100004630	RITUXIMAB 1400MG/ 11,7ML SOLUC. INYEC.	RITUXIMAB 1400 MG/ 11,7 ML SOLUCION INYECTABLE PARA ADMINISTRACION SUBCUTANEA FRASCO AMPOLLA. ENVASE INDIVIDUAL RESISTENTE CON SELLO QUE ASEGURA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR FRASCO AMPOLLA.	Refrigerados	Canasta Esencial de Medicamentos	2021-01-01	341-2.3
100004631	TRIPTORELINA 22,5 MG POLV LIOF FAM	TRIPTORELINA 22,5 MG POLVO LIOFILIZADO PARA SUSPENSION INYECTABLE PARA ADMINISTRACION INTRAMUSCULAR FRASCO AMPOLLA. ENVASE RESISTENTE CON SELLOQUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR FRASCO AMPOLLA.	Fármacos	Canasta Esencial de Medicamentos	2020-01-01	341-2.1
100004632	NIVOLUMAB 10MG/ML SOL.INY. IV FAM 10ML	NIVOLUMAB 10MG/ML SOLUCION INYECTABLE PARA PERFUSION INTRAVENOSA FRASCOAMPOLLA 10 ML. ENVASE RESISTENTE CON SELLO QUE ASEGURE LAINVIOLABILIDADDEL CONTENIDO. COTIZAR POR FRASCO AMPOLLA.	Refrigerados	Canasta Esencial de Medicamentos	2020-01-01	341-2.3
100004642	GEFITINIB 250 MG CM REC.	GEFITINIB 250 MG COMPRIMIDO RECUBIERTO ENVASADO EN  BLISTER.ENVASE RESISTENTE CON SELLO QUE ASEGURE INVIOLABILIDAD DEL CONTENIDO.COTIZAR POR COMPRIMIDO.	Fármacos	Canasta Esencial de Medicamentos	2020-01-01	341-2.2
100004643	CRIZOTINIB 250 MG CP	CRIZOTINIB 250 MG CAPSULA ENVASADO EN FRASCO HASTA 60 CAPSULAS O BLISTER. ENVASE RESISTENTE CON SELLO QUE ASEGURE INVIOLABILIDAD DELCONTENIDO.COTIZAR POR CAPSULA.	Fármacos	Canasta Esencial de Medicamentos	2020-01-01	341-2.2
100004644	ENZALUTAMIDA 40 MG CP BLANDA	ENZALUTAMIDA 40 MG CAPSULA BLANDA ENVASADO EN BLISTER. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR CAPSULA.	Fármacos	Canasta Esencial de Medicamentos	2020-01-01	341-2.2
100004645	TEMOZOLOMIDA 100 MG CP	TEMOZOLOMIDA 100 MG CAPSULA ENVASADO EN FRASCO HASTA 20 CAPSULAS O BLISTER. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDADDEL CONTENIDO.COTIZAR POR CAPSULA.	Fármacos	Canasta Esencial de Medicamentos	2020-01-01	341-2.2
100004647	ERLOTINIB 150 MG CM REC.	ERLOTINIB 150 MG COMPRIMIDO RECUBIERTO ENVASADO EN  BLISTER. ENVASE RESISTENTE CON SELLO QUE ASEGURE INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR COMPRIMIDO.	Fármacos	Canasta Esencial de Medicamentos	2020-01-01	341-2.2
100004648	FULVESTRAN 250MG/5 ML SOL. INY. JR/JRP	FULVESTRAN 250MG/5 ML SOLUCION INYECTABLE JERINGA O JERINGA PRELLENADA.ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DELCONTENIDO.COTIZAR POR JERINGA O JERINGA PRELLENADA.	Fármacos	Canasta Esencial de Medicamentos	2020-01-01	341-2.1
100004649	CERTOLIZUMAB 200 MG/ML SOL INY JRP	CERTOLIZUMAB 200 MG/ML SOLUCION INYECTABLE JERINGA PRELLENADA.ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR JERINGA PRELLENADA.	Fármacos	Canasta Esencial de Medicamentos	2020-01-01	341-2.3
100004650	PERTUZUMAB 420 MG/14 ML SOL. INY FAM	PERTUZUMAB 420 MG/14 ML SOLUCION INYECTABLE  INTRAVENOSA PARA PERFUSIÓNFRASCO AMPOLLA. ENVASE RESISTENTE CON SELLO QUE ASEGURE LAINVIOLABILIDADDEL CONTENIDO. COTIZAR POR FRASCO AMPOLLA.	Refrigerados	Canasta Esencial de Medicamentos	2020-01-01	341-2.3
100004651	PARECOXIB 40MG LIOF. P/SOL. INY FAM	PARECOXIB 40 MG LIOFILIZADO PARA SOLUCION INYECTABLE, CON SOLVENTE, ADMINISTRACION INTRAVENOSA, FRASCO AMPOLLA. ENVASE RESISTENTE CON SELLO QUEASEGURE LAINVIOLABILIDAD DEL CONTENIDO. COTIZAR POR FRASCO AMPOLLA.	Fármacos	Canasta Esencial de Medicamentos	2020-01-01	341-2.1
100004652	IPILIMUMAB 50MG/10ML SOL. INY. FAM	IPILUMUMAB 50 MG / 10 ML SOLUCION INYECTABLE FRASCO AMPOLLA. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO.COTIZAR POR FRASCO AMPOLLA.	Refrigerados	Canasta general	2020-01-01	341-2.3
100004655	FOLITROPINA ALFA 75UI LIOF.P/SOL.INY FAM	FOLITROPINA ALFA 75 UI LIOFILIZADO PARA SOLUCION INYECTABLE MAS SOLVENTE FRASCO AMPOLLA. ENVASE RESISTENTE CON SELLO QUE ASEGURE LAINVIOLABILIDAD DEL CONTENIDO. COTIZAR POR FRASCO AMPOLLA.	Fármacos	Canasta Esencial de Medicamentos	2020-01-01	341-2.3
100004656	TOXINA BOTULINICA 100 UI POL. LIOF. FAM	TOXINA CLOSTRIDIUM BOTULINUM TIPO A 100 U POLVO LIOFILIZADO PARASOLUCION INYECTABLE FRASCO AMPOLLA. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR FRASCO AMPOLLA.	Refrigerados	Canasta Esencial de Medicamentos	2020-01-01	341-2.3
100004661	AZITROMICINA 500 MG POLVO LIOF FAM	AZITROMICINA 500 MG POLVO LIOFILIZADO PARA SOLUCION INYECTABLE VIA DE ADMINISTRACIÓN INTRAVENOSA FRASCO AMPOLLA. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR FRASCO AMPOLLA.	Fármacos	Canasta Esencial de Medicamentos	2020-01-01	341-2.1
100004662	CLOPIDOGREL/ AAS 75/100 MG CM REC	CLOPIDOGREL/ACIDO ACETIL SALICILICO 75/100 MG COMPRIMIDO RECUBIERTO ENVASADO EN BLISTER. ENVASE RESISTENTE CON SELLO QUE ASEGURE LAINVIOLABILIDAD DEL CONTENIDO. COTIZAR POR COMPRIMIDO.	Fármacos	Canasta Esencial de Medicamentos	2020-01-01	341-2.2
100004663	DENOSUMAB 60 MG/ML SOL. INY JER PRE	DENOSUMAB 60 MG/ML SOLUCION INYECTABLE PARA ADMINISTRACION SUBCUTANEA, JERINGA PRELLENADA. ENVASE RESISTENTE CON SELLO QUE ASEGURE LAINVIOLABILIDAD DEL CONTENIDO. COTIZAR POR JERINGA.	Refrigerados	Canasta Esencial de Medicamentos	2020-01-01	341-2.3
100004665	EMPAGLIFLOZINA 25 MG CM REC	EMPAGLIFLOZINA 25 MG COMPRIMIDO RECUBIERTO  BLISTER. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR COMPRIMIDO.	Fármacos	Canasta Esencial de Medicamentos	2020-01-01	341-2.2
100004668	MELFALAN 50 MG P. LIOF. P/SOL.INY FAM	MELFALAN 50 MG POLVO LIOFILIZADO PARA SOLUCION INYECTABLE PARAADMINISTRACION INTRAVENOSA FRASCO AMPOLLA, CON SOLVENTE. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO.COTIZAR POR FRASCO AMPOLLA.	Refrigerados	Canasta general	2021-01-01	Importación
100004670	PEMBROLIZUMAB 100 MG/4ML SOL INY FAM	PEMBROLIZUMAB 100 MG/4ML SOLUCION INYECTABLE PARA ADMINISTRACION INTRAVENOSA, FRASCO AMPOLLA. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO.COTIZAR POR FRASCO AMPOLLA.	Refrigerados	Canasta Esencial de Medicamentos	2020-01-01	341-2.3
100004671	PLERIXAFOR 20 MG/ML SOL. INY FAM	PLERIXAFOR 20 MG/ML SOLUCION INYECTABLE PARA ADMINISTRACION SUBCUTANEA FRASCO AMPOLLA. ENVASE RESISTENTE CON SELLO QUE ASEGURE LAINVIOLABILIDADDEL CONTENIDO. COTIZAR POR FRASCO AMPOLLA.	Refrigerados	Canasta Esencial de Medicamentos	2020-01-01	341-2.1
100004672	PROPOFOL 10 MG/ML (1%) AM/FAM 100 ML	"PROPOFOL 10 MG/ML (1%)EMULSION INYECTABLE PARA ADMINISTRACION INTRAVENOSA  AMPOLLA O FRASCO AMPOLLA 100 ML. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR AMPOLLA O FRASCO AMPOLLA."	Fármacos	Canasta Esencial de Medicamentos	2020-01-01	341-2.1
100004673	SORAFENIB 200 MG CM REC.	SORAFENIB 200 MG COMPRIMIDO RECUBIERTO ENVASADO EN BLISTER. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO.COTIZAR PORCOMPRIMIDO.	Fármacos	Canasta Esencial de Medicamentos	2020-01-01	341-2.2
100004674	TERIFLUNOMIDA 14 MG CM REC	TERIFLUNOMIDA 14 MG COMPRIMIDO RECUBIERTO ENVASADO EN BLISTER. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO.COTIZARPOR COMPRIMIDO	Fármacos	Canasta Esencial de Medicamentos	2020-01-01	341-2.2
